,Unnamed: 0.1,Unnamed: 0,username,anime_id,my_score,user_id,gender,title,type,source,score,scored_by,rank,popularity,genre,Username,Gender,Location,Days Watched,Mean Score,Watching,Completed,On Hold,Dropped,Plan to Watch,Total Entries,Rewatched,Episodes Watched,Age,location,lat,lon,city,state,country
8534,13393,13393,ellowel,139,8,9352,Male,Hunter x Hunter: Greed Island Final,OVA,Manga,8.38,43270,175.0,1145,"Action, Adventure, Shounen, Super Power",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8535,13394,13394,ellowel,161,0,9352,Male,Peace Maker Kurogane,TV,Manga,7.4,17560,2038.0,1756,"Action, Comedy, Historical, Samurai, Shounen",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8536,13395,13395,ellowel,170,0,9352,Male,Slam Dunk,TV,Manga,8.55,55013,86.0,753,"Comedy, Sports, Drama, School, Shounen",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8537,13396,13396,ellowel,177,9,9352,Male,Tsubasa Chronicle,TV,Manga,7.64,70113,1261.0,505,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8538,13397,13397,ellowel,193,0,9352,Male,Maburaho,TV,Novel,6.94,36871,3785.0,1154,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8539,13398,13398,ellowel,225,6,9352,Male,Dragon Ball GT,TV,Manga,6.67,205925,4883.0,204,"Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8540,13399,13399,ellowel,229,6,9352,Male,Ninin ga Shinobuden,TV,Manga,7.0,12301,3572.0,2301,"Comedy, Parody, Martial Arts",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8541,13400,13400,ellowel,242,6,9352,Male,Gokusen,TV,Manga,7.47,13576,1725.0,2282,"Slice of Life, Comedy, Drama, School, Josei",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8542,13401,13401,ellowel,256,6,9352,Male,Hoshi no Koe,OVA,Original,7.4,57179,2024.0,828,"Sci-Fi, Space, Drama, Romance, Mecha",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8543,13402,13402,ellowel,267,9,9352,Male,Gungrave,TV,Game,7.94,47158,629.0,726,"Action, Drama, Sci-Fi, Seinen, Super Power",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8544,13403,13403,ellowel,308,0,9352,Male,Zettai Shounen,TV,Original,7.01,2587,3552.0,3249,"Fantasy, Drama, Mystery, Sci-Fi, Shounen",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8545,13404,13404,ellowel,317,9,9352,Male,Final Fantasy VII: Advent Children,Movie,Game,7.88,112969,733.0,500,"Action, Super Power, Fantasy",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8546,13405,13405,ellowel,335,0,9352,Male,Matantei Loki Ragnarok,TV,Manga,7.39,12109,2073.0,2173,"Comedy, Magic, Mystery, Shounen, Supernatural",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8547,13406,13406,ellowel,411,0,9352,Male,Gun x Sword,TV,Original,7.35,23986,2229.0,1465,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8548,13407,13407,ellowel,433,8,9352,Male,"Kumo no Mukou, Yakusoku no Basho",Movie,Original,7.75,62485,994.0,621,"Drama, Military, Romance, Sci-Fi",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8549,13408,13408,ellowel,477,0,9352,Male,Aria The Animation,TV,Manga,7.75,30627,978.0,896,"Fantasy, Sci-Fi, Shounen, Slice of Life",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8550,13409,13409,ellowel,572,0,9352,Male,Kaze no Tani no Nausicaä,Movie,Manga,8.47,119092,120.0,407,"Adventure, Fantasy",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8551,13410,13410,ellowel,813,7,9352,Male,Dragon Ball Z,TV,Manga,8.31,367982,228.0,70,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8552,13411,13411,ellowel,845,8,9352,Male,Kiba,TV,Original,7.4,24016,2029.0,1421,"Adventure, Fantasy, Shounen",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8553,13412,13412,ellowel,856,0,9352,Male,Utawarerumono,TV,Novel,7.74,46177,1026.0,770,"Action, Sci-Fi, Drama, Fantasy",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8554,13413,13413,ellowel,940,0,9352,Male,Inukami!,TV,Novel,7.35,23030,2233.0,1455,"Comedy, Ecchi, Romance, Shounen, Supernatural",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8555,13414,13414,ellowel,953,7,9352,Male,Jyu Oh Sei,TV,Manga,7.35,24799,2235.0,1491,"Action, Sci-Fi, Adventure, Mystery, Drama, Shoujo",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8556,13415,13415,ellowel,974,8,9352,Male,Dead Leaves,Movie,Original,7.26,25491,2555.0,1508,"Adventure, Psychological, Comedy, Sci-Fi",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8557,13416,13416,ellowel,1177,6,9352,Male,Alien 9,OVA,Manga,6.68,8706,4830.0,2703,"Sci-Fi, Horror, Psychological, School",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8558,13417,13417,ellowel,1462,7,9352,Male,Memories,Movie,Manga,7.8,21471,881.0,1519,"Sci-Fi, Horror, Psychological, Drama",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8559,13418,13418,ellowel,1536,0,9352,Male,Busou Renkin,TV,Manga,7.46,58767,1756.0,666,"Action, Fantasy, Supernatural, Comedy, School, Shounen",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8560,13419,13419,ellowel,1607,0,9352,Male,Venus Versus Virus,TV,Manga,6.49,8829,5660.0,2459,"Drama, Romance, Supernatural",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8561,13420,13420,ellowel,1726,0,9352,Male,Devil May Cry,TV,Game,7.11,115107,3152.0,371,"Action, Demons, Fantasy",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8562,13421,13421,ellowel,1827,7,9352,Male,Seirei no Moribito,TV,Novel,8.21,51378,308.0,630,"Action, Adventure, Historical, Fantasy",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8563,13422,13422,ellowel,2026,8,9352,Male,Hayate no Gotoku!,TV,Manga,7.69,65426,1105.0,523,"Action, Harem, Comedy, Parody, Romance, Shounen",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8564,13423,13423,ellowel,2369,0,9352,Male,Rental Magica,TV,Novel,7.14,15714,3053.0,1620,"Mystery, Supernatural, Fantasy",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8565,13424,13424,ellowel,2418,8,9352,Male,Stranger: Mukou Hadan,Movie,Original,8.4,93041,169.0,463,"Action, Adventure, Historical, Samurai",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8566,13425,13425,ellowel,2966,0,9352,Male,Ookami to Koushinryou,TV,Novel,8.34,226529,204.0,100,"Adventure, Fantasy, Historical, Romance",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8567,13426,13426,ellowel,2986,6,9352,Male,Bamboo Blade,TV,Manga,7.4,32061,2006.0,1185,"Comedy, School, Seinen, Sports",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8568,13427,13427,ellowel,3358,6,9352,Male,Kure-nai,TV,Novel,7.46,29923,1778.0,1192,"Comedy, Drama, Martial Arts",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8569,13428,13428,ellowel,3455,0,9352,Male,To LOVE-Ru,TV,Manga,7.26,167818,2594.0,186,"Sci-Fi, Harem, Comedy, Romance, Ecchi, School, Shounen",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8570,13429,13429,ellowel,4059,8,9352,Male,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",Special,Novel,8.1,132514,433.0,389,"Drama, Romance, School, Slice of Life",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8571,13430,13430,ellowel,4087,8,9352,Male,Michiko to Hatchin,TV,Original,7.88,34621,743.0,841,"Action, Adventure",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8572,13431,13431,ellowel,4415,0,9352,Male,World Destruction: Sekai Bokumetsu no Rokunin,TV,Game,7.06,18725,3354.0,1776,"Adventure, Fantasy",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8573,13432,13432,ellowel,6372,7,9352,Male,Higashi no Eden Movie I: The King of Eden,Movie,Original,7.7,72842,1106.0,716,"Comedy, Drama, Mystery, Romance, Slice of Life, Thriller",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8574,13433,13433,ellowel,7588,0,9352,Male,Saraiya Goyou,TV,Manga,7.89,17560,725.0,1507,"Mystery, Historical, Drama, Samurai, Seinen",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8575,13434,13434,ellowel,8142,8,9352,Male,Colorful (Movie),Movie,Novel,7.99,40843,563.0,942,"Slice of Life, Supernatural, Drama",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8576,13435,13435,ellowel,9289,0,9352,Male,Hanasaku Iroha,TV,Original,8.01,81989,544.0,387,"Slice of Life, Comedy, Drama",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8577,13436,13436,ellowel,9314,0,9352,Male,Fractale,TV,Original,7.03,28111,3451.0,1275,"Adventure, Fantasy, Sci-Fi",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8578,13437,13437,ellowel,10161,0,9352,Male,No.6,TV,Novel,7.72,111414,1064.0,330,"Action, Sci-Fi, Mystery, Drama",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8579,13438,13438,ellowel,13125,0,9352,Male,Shinsekai yori,TV,Novel,8.49,157863,111.0,114,"Sci-Fi, Mystery, Horror, Psychological, Supernatural, Drama",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8580,13439,13439,ellowel,18139,0,9352,Male,Tonari no Seki-kun,TV,Manga,7.68,58577,1160.0,690,"Comedy, School, Seinen",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8581,13440,13440,ellowel,19117,0,9352,Male,Toaru Hikuushi e no Koiuta,TV,Novel,7.24,28965,2665.0,1208,"Adventure, Drama, Romance",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8582,13441,13441,ellowel,20057,0,9352,Male,Space☆Dandy,TV,Original,7.88,75431,748.0,468,"Sci-Fi, Space, Comedy",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8583,13442,13442,ellowel,20689,0,9352,Male,Hamatora The Animation,TV,Original,7.4,79924,2016.0,445,"Mystery, Comedy, Super Power, Drama",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8584,13443,13443,ellowel,20787,0,9352,Male,Black Bullet,TV,Novel,7.38,258969,2097.0,92,"Action, Sci-Fi, Mystery, Seinen",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8585,13444,13444,ellowel,20899,0,9352,Male,JoJo no Kimyou na Bouken: Stardust Crusaders,TV,Manga,8.24,139347,277.0,321,"Action, Adventure, Supernatural, Drama, Shounen",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8586,13445,13445,ellowel,28497,0,9352,Male,Rokka no Yuusha,TV,Novel,7.53,173591,1562.0,186,"Action, Adventure, Fantasy, Magic, Mystery",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8587,13446,13446,ellowel,30694,0,9352,Male,Dragon Ball Super,TV,Manga,7.78,102780,922.0,278,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8588,13447,13447,ellowel,46,4,9352,Male,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Movie,Manga,7.63,20935,1280.0,1856,"Samurai, Historical, Drama, Shounen",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8589,13448,13448,ellowel,53,0,9352,Male,Ai Yori Aoshi,TV,Manga,7.21,39166,2756.0,1064,"Comedy, Drama, Harem, Romance, Slice of Life",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8590,13449,13449,ellowel,64,7,9352,Male,Rozen Maiden,TV,Manga,7.53,74301,1563.0,554,"Action, Comedy, Drama, Magic, Seinen",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8591,13450,13450,ellowel,73,8,9352,Male,Full Metal Panic! The Second Raid,TV,Novel,8.03,109507,514.0,415,"Action, Military, Mecha",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8592,13451,13451,ellowel,101,8,9352,Male,Air,TV,Novel,7.42,116985,1919.0,340,"Slice of Life, Supernatural, Drama, Romance",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8593,13452,13452,ellowel,122,7,9352,Male,Full Moon wo Sagashite,TV,Manga,8.05,31213,489.0,1158,"Music, Comedy, Supernatural, Drama, Romance, Shoujo",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8594,13453,13453,ellowel,126,8,9352,Male,Futakoi Alternative,TV,Original,6.99,9372,3593.0,2379,"Comedy, Drama, Romance",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8595,13454,13454,ellowel,144,0,9352,Male,Kanon,TV,Novel,7.22,20203,2724.0,1594,"Drama, Romance, Slice of Life, Supernatural",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8596,13455,13455,ellowel,156,6,9352,Male,X,TV,Manga,7.52,26677,1594.0,1374,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8597,13456,13456,ellowel,169,8,9352,Male,Shingetsutan Tsukihime,TV,Novel,7.04,51195,3426.0,800,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8598,13457,13457,ellowel,174,7,9352,Male,Tenjou Tenge,TV,Manga,7.05,64618,3390.0,678,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8599,13458,13458,ellowel,195,6,9352,Male,Onegai☆Teacher,TV,Original,7.3,68006,2434.0,732,"Sci-Fi, Comedy, Drama, Romance, School",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8600,13459,13459,ellowel,223,9,9352,Male,Dragon Ball,TV,Manga,8.15,286046,369.0,99,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8601,13460,13460,ellowel,277,0,9352,Male,Mahoromatic 2,TV,Manga,7.25,12783,2620.0,2398,"Comedy, Drama, Ecchi, Military, Romance, Sci-Fi",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8602,13461,13461,ellowel,319,0,9352,Male,Happy World!,OVA,Other,6.08,2386,7142.0,4960,"Ecchi, Fantasy, Comedy, Romance",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8603,13462,13462,ellowel,330,8,9352,Male,Midori no Hibi,TV,Manga,7.39,61396,2077.0,801,"Comedy, Drama, Romance, Ecchi, Shounen",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8604,13463,13463,ellowel,379,0,9352,Male,Heppoko Jikken Animation Excel♥Saga,TV,Manga,7.55,35047,1495.0,1053,"Comedy, Parody, Sci-Fi, Shounen",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8605,13464,13464,ellowel,389,8,9352,Male,Karas,OVA,Original,7.5,23176,1634.0,1530,"Action, Sci-Fi, Super Power, Fantasy",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8606,13465,13465,ellowel,412,0,9352,Male,Kore ga Watashi no Goshujinsama,TV,Manga,6.64,31947,5019.0,1298,"Comedy, Ecchi, Slice of Life",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8607,13466,13466,ellowel,469,7,9352,Male,Karin,TV,Manga,7.28,66135,2491.0,674,"Comedy, Romance, Vampire, School, Shounen",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8608,13467,13467,ellowel,489,0,9352,Male,Kamichu!,TV,Original,7.47,12638,1730.0,1774,"Comedy, Drama, Slice of Life, Supernatural",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8609,13468,13468,ellowel,490,0,9352,Male,Paniponi Dash!,TV,Manga,7.53,15271,1560.0,1666,"Comedy, Parody, School",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8610,13469,13469,ellowel,529,0,9352,Male,Saishuu Heiki Kanojo,TV,Manga,7.27,28001,2538.0,1202,"Military, Sci-Fi, Drama, Romance, School",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8611,13470,13470,ellowel,569,8,9352,Male,Musekinin Kanchou Tylor,TV,Novel,7.94,9481,632.0,2295,"Military, Sci-Fi, Space, Comedy, Parody",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
8612,13471,13471,ellowel,587,6,9352,Male,Hanbun no Tsuki ga Noboru Sora,TV,Novel,7.63,38711,1269.0,1100,"Comedy, Drama, Romance",ellowel,Male,"bremerton , washington",171.1,7.19,82.0,390.0,36.0,90.0,198.0,796.0,79.0,10149.0,39,"bremerton , washington",47.5653663,-122.6246836,Bremerton,Washington,United States
